Halal,NAME,BSE-ID,NSECode,Industry,More
yes,Meyer Apparel Ltd,MAL,,"Textiles, Apparels & Accessories",More
no,MFL INDIA LTD.,MFLINDIA,,Transport - Airlines,More
no,MFS INTERCORP LTD.,MFSINTRCRP,,Iron & Steel/Interm.Products.,More
yes,MIC Electronics Limited,MICEL,MICEL,Technology,More
yes,Micropro Software Solutions Ltd,,MICROPRO,Computers - Software & Consulting,More
no,MID EAST PORTFOLIO MANAGEMENT LTD.,MIDEASTP,,Finance & Investments,More
no,MIDAS INFRA TRADE LIMITED,MIDINFRA,,Diamond Cutting / Jewellery,More
no,MIDEAST INTEGRATED STEELS LTD,MESCON,,Steel - Pig Iron,More
no,MIDWEST GOLD LTD.,MIDWEST,,Miscellaneous,More
yes,MILESTONE GLOBAL LTD.,MILESTONE,,Miscellaneous,More
no,MILGREY FINANCE & INVESTMENTS LTD,ZMILGFIN,,Finance & Investments,More
no,MILKFOOD LTD.,MLKFOOD,,Food - Processing - Indian,More
yes,Millennium Online Solutions ( India ) Ltd,MILLENNIUM,,Misc.Commercial Services,More
yes,MILTON INDUSTRIES LIMITED,,MILTON,Miscellaneous,More
no,Minal Industries Limited,MINALIND,,Trading & Distributors,More
no,MINAXI TEXTILES LTD.,MINAXI,,Textiles - Processing,More
yes,MINDA CORPORATION LTD,MINDACORP,MINDACORP,Auto Ancillaries,More
yes,MINDA INDUSTRIES LTD.,MINDAIND,,Auto Ancillaries,More
yes,Mindpool Tech.,,MINDPOOL,Computers - Software - Medium / Small,More
no,MINDSPACE BUSINE,,MINDSPACE,Construction,More
yes,MINDTECK (INDIA) LTD.,MINDTECK,MINDTECK,Computers - Software - Medium / Small,More
no,MINI DIAMONDS (INDIA) LTD.,MINID,,Diamond Cutting / Jewellery,More
no,MINOLTA FINANCE LTD.,MINOLTAF,,Finance & Investments,More
yes,MIRC ELECTRONICS LTD.,MIRCELECTR,MIRCELECTR,Electronics - Consumer,More
no,MIRCH TECHNOLOGIES (INDIA) LTD,MIRCH,,Engineering,More
yes,MIRZA INTERNATIONAL LTD.,MIRZAINT,MIRZAINT,Leather / Leather Products,More
yes,Mish Designs Ltd,MISHDESIGN,,Garments & Apparels,More
yes,MISHRA DHATU NIGAM LTD,MIDHANI,MIDHANI,Steel - Medium / Small,More
yes,MISHTANN FOODS LTD,MISHTANN,,Food - Processing - Indian,More
yes,MISQUITA ENGINEERING LTD,MISQUITA,,Engineering,More
no,MITCON CONSULT.,,MITCON,Miscellaneous,More
yes,MITSHI INDIA LTD,MITSHI,,Trading,More
yes,MITSU CHEM PLAST LTD,MITSU,,Plastics Products,More
yes,MITTAL LIFE STYL,,MITTAL,Textiles - Products,More
no,MIVEN MACHINE TOOLS LTD.,MIVENMACH,,Engineering,More
yes,MK EXIM (INDIA) LTD,MKEXIM,,Textiles - Products,More
yes,MKP Mobility Ltd,MKPMOB,,Other Textile Products,More
yes,MM RUBBER COMPANY LTD.,MMRUBBR-B,,Miscellaneous,More
yes,MMP INDUSTRIES,,MMP,Aluminium and Aluminium Products,More
no,MMTC LTD.,MMTC,MMTC,Trading,More
no,MODELLA WOOLLENS LTD.,MODWOOL,,Trading,More
no,MODERN CONVERTERS LTD,MODCL,,Finance & Investments,More
no,MODERN DAIRIES LTD.,MODAIRY,,Food - Processing - Indian,More
yes,MODERN INSULATORS LTD.,MODINSU,,Electric Equipment,More
no,MODERN SHARES & STOCKBROKERS LTD.,MODRNSH,,Finance & Investments,More
yes,MODERN STEELS LTD.,MDRNSTL,,Steel - Medium / Small,More
no,MODI NATURALS LIMITED,MODINATUR,,Solvent Extraction,More
no,MODI RUBBER LTD.,MODIRUBBER,MODIRUBBER,Tyres,More
no,MODIPON LTD.,MODIPON,,Construction,More
yes,MODISON LTD.,MODISNME,MODISONLTD,Electric Equipment,More
yes,MODULEX CONSTRUCTION TECHNOLOGIES LTD,MODULEX,,Construction,More
no,MOHINI HEALTH,,MHHL,Textiles - Cotton/Blended,More
no,MOHIT INDUSTRIES LTD.,MOHITIND,MOHITIND,Textiles - Processing,More
no,MOHIT PAPER MILLS LTD.,MOHITPPR,,Paper,More
no,MOHITE INDUSTRIES LTD,MOHITE,,Textiles - Cotton/Blended,More
no,MOHOTA INDUSTRIES LTD,MOHOTAIND,,Textiles - Composite,More
yes,MOIL LTD.,MOIL,MOIL,Mining / Minerals / Metals,More
no,MOKSH ORNAMENTS,,MOKSH,Diamond Cutting / Jewellery,More
yes,MOLD-TEK PACKAGING LIMITED,MOLDTKPAC,MOLDTKPAC,Plastics Products,More
yes,MOLD-TEK TECHNOLOGIES LTD.,MOLDTEK,MOLDTECH,Engineering,More
no,MONARCH NETWORTH CAPITAL LTD,MONARCH,MONARCH,Finance & Investments,More
no,MONEYBOXX FINANCE LTD,MONEYBOXX,,Finance & Investments,More
no,MONIND LTD,MONIND,,Mining / Minerals / Metals,More
no,Mono Pharmacare Ltd,,MONOPHARMA,Pharmaceuticals,More
no,MONOTYPE INDIA LTD.,MONOT,,Finance & Investments,More
no,MONTE CARLO FASHIONS LTD,MONTECARLO,MONTECARLO,Textiles - Products,More
no,MOONGIPA CAPITAL FINANCE LTD.,MONGIPA,,Finance & Investments,More
no,MOONGIPA SECURITIES LTD,MOONGIPASEC,,Finance & Investments,More
no,MORARJEE TEXTILES LTD.,MORARJEE,MORARJEE,Textiles - Products,More
no,MORARKA FINANCE LTD.,MORARKFI,,Finance & Investments,More
yes,MOREPEN LABORATORIES LTD.,MOREPENLAB,MOREPENLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
no,MORGAN VENTURES LTD.,MORGAN,,Finance & Investments,More
yes,MORGANITE CRUCIBLE (INDIA) LTD.,MORGANITE,,Refractories / Intermediates,More
yes,MOS Utility Ltd,,MOS,Financial Technology (Fintech),More
yes,MOSCHIP TECHNOLOGIES LTD,MOSCHIP,,Computers - Software - Medium / Small,More
yes,Motherson Sumi Wiring India Ltd,MSUMI,MSUMI,Auto Components & Equipments,More
no,MOTILAL OSWAL FINANCIAL SERVICES LTD.,MOTILALOFS,MOTILALOFS,Finance & Investments,More
yes,Motisons Jewellers Ltd,MOTISONS,MOTISONS,"Gems, Jewellery And Watches",More
no,MOTOR & GENERAL FINANCE LTD.,MOTOGENFIN,MOTOGENFIN,Finance & Investments,More
no,MOUNT HOUSING AND INFRASTRUCTURE LTD,MOUNT,,Construction,More
yes,Moxsh Overseas Educon Ltd,,MOXSH,,More
no,MPDL LTD,MPDL,,Sugar,More
yes,MPHASIS LTD.,MPHASIS,MPHASIS,Computers - Software - Medium / Small,More
no,MPIL CORPORATION LTD.,MPILCORPL,,Finance & Investments,More
yes,MPL PLASTICS LIMITED,MPL,,Plastics Products,More
yes,MPS LTD.,MPSLTD,MPSLTD,Printing & Stationery,More
yes,MRC Agrotech Ltd,MRCAGRO,,Trading Companies & Distributors.,More
yes,MRF LTD.,MRF,MRF,Tyres,More
no,MRO-TEK REALTY LTD,,MRO-TEK,Computers - Hardware,More
yes,MRP AGRO LTD,MRP,,Trading,More
yes,MRS. BECTORS FOOD SPECIALITIES LTD,BECTORFOOD,BECTORFOOD,Food - Processing - Indian,More
no,MSP STEEL & POWER LTD.,MSPL,MSPL,Steel - Sponge Iron,More
yes,MSR INDIA LTD.,MSRINDIA,,Engineering - Turnkey Services,More
yes,MSTC LTD,MSTC,MSTCLTD,Trading,More
no,MT EDUCARE LTD.,MTEDUCARE,MTEDUCARE,Miscellaneous,More
yes,MTAR TECHNOLOGIES LTD,MTARTECH,MTARTECH,Engineering,More
no,Mufin Green,MUFIN,MUFIN,Finance & Investments,More
no,MUKAND ENGINEERS LTD.,MUKANDENGG,,Engineering - Turnkey Services,More
no,MUKAND LTD.,MUKANDLTD,MUKANDLTD,Steel - Medium / Small,More
no,MUKAT PIPES LTD.,MUKATPIP,,Steel - Medium / Small,More
no,MUKESH BABU FINANCIAL SERVICES LTD.,MUKESHB,,Finance & Investments,More
yes,Mukka Proteins Ltd,MUKKA,MUKKA,Animal Feed,More
yes,MUKTA AGRICULTURE LTD,MUKTA,,Miscellaneous,More
no,MUKTA ARTS LTD.,MUKTAARTS,MUKTAARTS,Entertainment / Electronic Media Software,More
yes,MULLER & PHIPPS (INDIA) LTD.,MULLER,,Trading,More
no,MULTI COMMODITY EXCHANGE OF INDIA LTD.,MCX,MCX,Miscellaneous,More
yes,MULTIBASE INDIA LTD.,MULTIBASE,,Plastics Products,More
no,MULTIPURPOSE TRADING & AGENCIES LTD.,ZMULTIPU,,Finance & Investments,More
no,MUNJAL AUTO INDUSTRIES LTD.,MUNJALAU,MUNJALAU,Auto Ancillaries,More
yes,MUNJAL SHOWA LTD.,MUNJALSHOW,MUNJALSHOW,Auto Ancillaries,More
no,MUNOTH COMMUNICATION LTD,MCLTD,,Trading,More
no,MUNOTH FINANCIAL SERVICES LTD.,MUNOTHFI,,Finance & Investments,More
no,MURUDESHWAR CERAMICS LTD.,MURUDCERA,MURUDCERA,Ceramics - Tiles / Sanitaryware,More
no,MUSIC BROADCAST LTD,RADIOCITY,RADIOCITY,Entertainment / Electronic Media Software,More
no,MUTHOOT CAPITAL SERVICES LTD.,MUTHTFN,MUTHOOTCAP,Finance & Investments,More
no,MUTHOOT FINANCE LTD.,MUTHOOTFIN,MUTHOOTFIN,Finance & Investments,More
no,Muthoot Microfin Ltd,MUTHOOTMF,MUTHOOTMF,Microfinance Institutions,More
no,Muzali Arts Ltd,MUZALI,,Comm.Trading & Distribution,More
yes,MYSORE PETRO CHEMICALS LTD.,MYSORPETRO,,Chemicals,More
yes,MYSTIC ELECTRONICS LTD,MYSTICELE,,Trading,More
no,N.D.METAL INDUSTRIES LTD.,NDMETAL,,Mining / Minerals / Metals,More
yes,N2N TECHNOLOGIES LIMITED,NNTL,,Computers - Software - Medium / Small,More
no,NACL INDUSTRIES LTD,NACLIND,NACLIND,Pesticides / Agrochemicals - Indian,More
no,NAGA DHUNSERI,,NDGL,Finance & Investments,More
no,NAGARJUNA FERTILIZERS AND CHEMICALS LTD,NAGARFERT,NAGAFERT,Fertilizers,More
yes,NAGPUR POWER & INDUSTRIES LTD.,NAGPI,,Mining / Minerals / Metals,More
no,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,NAGREEKCAP,NAGREEKCAP,Finance & Investments,More
no,NAGREEKA EXPORTS LTD.,NAGREEKEXP,NAGREEKEXP,Textiles - Cotton/Blended,More
no,NAHAR CAPITAL & FINANCIAL SERVICES LTD.,NAHARCAP,NAHARCAP,Finance & Investments,More
no,NAHAR INDUSTRIAL ENTERPRISES LTD.,NAHARINDUS,NAHARINDUS,Textiles - Cotton/Blended,More
yes,NAHAR POLYFILMS LTD.,NAHARPOLY,NAHARPOLY,Packaging,More
no,NAHAR SPINNING MILLS LTD.,NAHARSPING,NAHARSPING,Textiles - Products,More
yes,NAKODA GROUP OF INDUSTRIES LTD,NGIL,NGIL,Food - Processing - Indian,More
no,NALIN LEASE FINANCE LTD.,NLFL,,Finance & Investments,More
no,NALWA SONS INVESTMENTS LTD.,NSIL,NSIL,Finance & Investments,More
no,NAM SECURITIES LTD,NAM,,Finance & Investments,More
yes,Naman In-Store (India) Ltd,,NAMAN,Furniture Home Furnishing,More
no,NANDAN DENIM LIMITED,NDL,NDL,Textiles - Products,More
yes,NANDANI CREATION,,JAIPURKURT,Textiles - Products,More
yes,NARAYANA HRUDAYALAYA LTD,NH,NH,Healthcare,More
yes,NARAYANI STEELS LTD,NARAYANI,,Steel - Medium / Small,More
yes,NARBADA GEMS AND JEWELLERY LTD.,NARBADA,,Diamond Cutting / Jewellery,More
yes,NARENDRA PROPERTIES LTD.,NARPROP,,Construction,More
no,NARMADA AGROBASE,,NARMADA,Food - Processing - Indian,More
yes,NARMADA GELATINES LTD.,SHAWGELTIN,,Chemicals,More
no,NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD.,NARMP,,Plastics Products,More
yes,NATCO PHARMA LTD.,NATCOPHARM,NATCOPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
yes,NATH BIO-GENES (INDIA) LTD,NATHBIOGEN,NATHBIOGEN,Miscellaneous,More
no,NATH INDUSTRIES LTD,NATHIND,,Paper,More
yes,NATIONAL ALUMINIUM CO.LTD.,NATIONALUM,NATIONALUM,Aluminium and Aluminium Products,More
no,NATIONAL FERTILIZERS LTD.,NFL,NFL,Fertilizers,More
yes,NATIONAL FITTINGS LIMITED,NATFIT,,Castings & Forgings,More
yes,NATIONAL GENERAL INDUSTRIES LTD.,NATGENI,,Steel - Medium / Small,More
no,National Highways Infra Trust,NHIT,NHIT,"Road Assets–Toll, Annuity, Hybrid-Annuity",More
no,NATIONAL OXYGEN LTD.,NOL,,Chemicals,More
yes,NATIONAL PEROXIDE LTD.,NATPEROX,,Chemicals,More
no,NATIONAL PLASTIC INDUSTRIES LTD.,NATPLAS,,Plastics Products,More
no,NATIONAL PLASTIC TECHNOLOGIES LTD.,NATPLASTI,,Plastics Products,More
no,NATIONAL PLYWOOD INDUSTRIES LTD.,NATPLY,,Miscellaneous,More
no,NATIONAL STANDARD (INDIA) LTD.,NATIONSTD,,Construction,More
no,NATIONAL STEEL & AGRO INDUSTRIES LTD.,NATNLSTEEL,,Steel - Medium / Small,More
no,NATRAJ PROTEINS LTD.,NATRAJPR,,Solvent Extraction,More
no,NATURA HUE CHEM LTD.,NATHUEC,,Food - Processing - Indian,More
yes,NATURAL BIOCON (INDIA) LTD,NATURAL,,Solvent Extraction,More
yes,NATURAL CAPSULES LTD.,NATCAPSUQ,,Miscellaneous,More
no,NAVA BHARAT VENTURES LTD.,NBVENTURES,,Diversified - Large,More
no,NAVA LIMITED,NAVA,NAVA,Electric Utilities,More
no,NAVIGANT CORPORATE ADVISORS LTD,NAVIGANT,,Finance & Investments,More
yes,NAVIN FLUORINE INTERNATIONAL LIMITED,NAVINFLUOR,NAVINFLUOR,Chemicals,More
no,NAVKAR BUILDERS LTD.,NAVBLDR,,Cement Products,More
yes,NAVKAR CORPORATION LTD,NAVKARCORP,NAVKARCORP,Miscellaneous,More
yes,Navkar Urbanstructure Ltd,NAVKAR,,"Residential, Commercial Projects",More
no,NAVKETAN MERCHANTS LTD,NAVKETAN,,Trading,More
yes,NAVNEET EDUCATION LIMITED,NAVNETEDUL*,NAVNETEDUL,Printing & Stationery,More
no,NAVODAY ENTERPRISES LTD,NAVODAYENT,,Miscellaneous,More
no,NAYSAA SECURITIES LTD,NAYSAA,,Finance & Investments,More
no,NAZARA TECHNOLOGIES LTD,NAZARA,NAZARA,Computers - Software - Medium / Small,More
no,NB FOOTWEAR LTD.,NBFOOT,,Leather / Leather Products,More
yes,NBCC (INDIA) LTD,NBCC,NBCC,Construction,More
no,NBI INDL. FIN.,,NBIFIN,Finance & Investments,More
no,NCC BLUE WATER PRODUCTS LTD.,NCCBLUE,,Aquaculture,More
yes,NCC LIMITED,NCC,NCC,Construction,More
yes,NCL INDUSTRIES LTD.,NCLIND,NCLIND,Cement - South India,More
no,NCL RESEARCH & FINANCIAL SERVICES LTD.,NCLRESE,,Finance & Investments,More
no,NDA SECURITIES LTD.,NDASEC,,Finance & Investments,More
yes,NDL Ventures,NDLVENTURE,NDLVENTURE,Entertainment / Electronic Media Software,More
yes,NDR AUTO COMPONENTS LTD,NDRAUTO,NDRAUTO,Auto Ancillaries,More
no,NECTAR LIFESCIENCES LTD.,NECLIFE,NECLIFE,Pharmaceuticals - Indian - Bulk Drugs,More
yes,NEELAMALAI AGRO INDUSTRIES LTD.,NEAGI,,Tea,More
no,NEELKANTH ROCKMINERALS LTD.,NEELKAN,,Construction Materials,More
no,NEERAJ PAPER MARKETING LTD,NEERAJ,,Trading,More
no,NEGOTIUM INTERNATIONAL TRADE LTD,NEGOTIUM,,Trading,More
no,NEIL INDUSTRIES LTD,NEIL,,Finance & Investments,More
no,NEL HOLDINGS SOUTH LTD,NEH,,Construction,More
no,NELCAST LTD.,NELCAST,NELCAST,Castings & Forgings,More
yes,NELCO LTD.,NELCO,NELCO,Telecommunications - Equipment,More
no,NEO INFRACON LTD.,NEOINFRA,,Construction,More
no,NEOGEM INDIA LTD.,NOGMIND,,Diamond Cutting / Jewellery,More
yes,NEOGEN CHEMICALS LTD,NEOGEN,NEOGEN,Chemicals,More
no,NESCO LTD.,NESCO,NESCO,Miscellaneous,More
yes,NESTLE INDIA LTD.,NESTLEIND,NESTLEIND,Food - Processing - MNC,More
yes,Net Avenue Technologies,,CBAZAAR,E-Retail/ E-Commerce,More
yes,NETLINK SOLUTIONS (INDIA) LTD.,NETLINK,,Computers - Software - Medium / Small,More
yes,NETTLINX LTD.,NETTLINX,,Software Products,More
yes,Netweb Technologies India Ltd,NETWEB,NETWEB,Computers Hardware & Equipments,More
no,NETWORK PEOPLE,,NPST,Computers - Software - Medium / Small,More
no,NETWORK18 MEDIA & INVESTMENTS LTD.,NETWORK18,NETWORK18,Miscellaneous,More
no,NEUEON TOWERS LTD,NTL,,Transmisson Line Towers / Equipment,More
yes,NEULAND LABORATORIES LTD.,NEULANDLAB,NEULANDLAB,Pharmaceuticals - Indian - Bulk Drugs,More
yes,NEW DELHI TELEVISION LTD.,NDTV,NDTV,Entertainment / Electronic Media Software,More
no,NEW LIGHT APPARELS LTD,NEWLIGHT,,Trading,More
yes,New Swan Multitech Ltd,SWANAGRO,,Auto Components & Equipments,More
yes,NEWGEN SOFTWARE TECHNOLOGIES LTD,NEWGEN,NEWGEN,Computers - Software - Medium / Small,More
yes,Newjaisa Technologies Ltd,,NEWJAISA,Computers Hardware & Equipments,More
no,Newtime Infrastructure Limited,NEWINFRA,,Trading & Distributors,More
no,NEXT MEDIAWORKS LTD.,NEXTMEDIA,NEXTMEDIA,Entertainment / Electronic Media Software,More
yes,NEXUS SELECT TRUST,,NXST,Real Estate Investment Trusts (REITs),More
yes,Nexus Surgical And Medicare Ltd,NEXUSSURGL,,Other Financial Services,More
yes,NG INDUSTRIES LTD.,NGIND,,Healthcare,More
yes,NGL FINE-CHEM LTD.,NGLFINE,NGLFINE,Pharmaceuticals - Indian - Bulk Drugs,More
no,NHC FOODS LTD.,NHCFOODS,,Food - Processing - Indian,More
no,NHPC LTD.,NHPC,NHPC,Power Generation And Supply,More
yes,NIBE LTD,NIBE,,Textiles - Manmade,More
yes,NICCO PARKS & RESORTS LTD.,NICCOPAR,,Recreation / Amusement Parks,More
no,NICCO UCO ALLIANCE CREDIT LTD.,NICCOUCO,,Finance & Investments,More
yes,NIDAN LABORATORIES AND HEALTHCARE LIMITED,NIDAN,NIDAN,,More
no,NIDHI GRANITES LTD.,NIDHGRN,,Finance & Investments,More
no,NIHAR INFO GLOBAL LTD.,NIHARINF,,IT Software Products,More
yes,NIIT Learning Systems Ltd,NIITMTS,NIITMTS,Education,More
yes,NIIT LTD.,NIITLTD,NIITLTD,Computers - Education,More
yes,NIKHIL ADHESIVES LTD.,NIKHILAD,,Chemicals,More
no,NIKKI GLOBAL FINANCE LTD.,NIKKIGL,,Finance & Investments,More
no,NILA INFRASTRUCTURES LTD.,NILA,NILAINFRA,Construction,More
no,NILA SPACES LTD,NILASPACES,NILASPACES,Construction,More
no,NILACHAL REFRACTORIES LTD.,NILACHAL,,Refractories / Intermediates,More
yes,NILE LTD.,NILE,,Mining / Minerals / Metals,More
yes,NILKAMAL LTD.,NILKAMAL,NILKAMAL,Plastics Products,More
yes,NINTEC SYSTEMS LTD,NINSYS,NINSYS,Computers - Software - Medium / Small,More
no,NIPPON LIFE INDIA ASSET MANAGEMENT LTD,NAM-INDIA,NAM-INDIA,Finance & Investments,More
yes,NIRAJ CEMENT STRUCTURALS LTD.,NIRAJ,NIRAJ,Construction,More
yes,NIRAV COMMERCIALS LTD.,NIRAVCOM,,Trading,More
no,NIRLON LTD.,NIRLON,,Construction,More
yes,Nirman Agri Genetics Ltd,,NIRMAN,Other Agricultural Products,More
no,NITCO LTD.,NITCO,NITCO,Ceramics - Tiles / Sanitaryware,More
yes,NITIN CASTINGS LTD,NITINCAST,,Castings & Forgings,More
no,NITIN FIRE PROTECTION INDUSTRIES LTD.,NITINFIRE,,Engineering,More
no,NITIN SPINNERS LTD.,NITINSPIN,NITINSPIN,Textiles - Cotton/Blended,More
yes,NITIRAJ ENGINEER,,NITIRAJ,Electronics - Components,More
yes,NITTA GELATIN INDIA LTD.,NITTAGELA,,Chemicals,More
yes,NIVAKA FASHIONS LTD,NIVAKA,,Trading,More
no,NIYOGIN FINTECH LTD,NIYOGIN,,Finance & Investments,More
yes,NK INDUSTRIES LTD.,NKIND,NKIND,Solvent Extraction,More
no,NLC INDIA LTD,NLCINDIA,NLCINDIA,Power Generation And Supply,More
yes,NMDC LTD.,NMDC,NMDC,Mining / Minerals / Metals,More
no,NMDC Steel Ltd,NSLNISP,NSLNISP,Iron & Steel,More
yes,NMS RESOURCES GLOBAL LTD,NMSRESRC,,Miscellaneous,More
yes,NOCIL LTD.,NOCIL,NOCIL,Chemicals,More
no,NOIDA TOLL BRIDGE COMPANY LTD.,NOIDATOLL,NOIDATOLL,Construction,More
no,NORBEN TEA & EXPORTS LTD.,,NORBTEAEXP,Tea,More
no,NORRIS MEDICINES LTD.,NORRIS,,Trading,More
no,NORTH EASTERN CARRYING CORPORATION LTD.,NECCLTD,NECCLTD,Miscellaneous,More
no,NORTHERN SPIRITS LTD,NSL,,Trading,More
no,NORTHLINK FISCAL AND CAPITAL SERVICES LTD,NORTHLINK,,Finance & Investments,More
no,NOUVEAU GLOBAL VENTURES LTD.,NOUVEAU,,Trading,More
yes,Nova Agritech,NOVAAGRI,NOVAAGRI,Fertilizers,More
no,NOVA IRON & STEEL LTD.,NOVIS,,Steel - Sponge Iron,More
no,NOVA PUBLICATIONS INDIA LTD,NOVAPUB,,Printing & Stationery,More
yes,NOVARTIS INDIA LTD.,NOVARTIND,,Pharmaceuticals - Multinational,More
no,NOVATEOR RESEARCH LABORATORIES LTD,NOVATEOR,,Personal Care - Indian,More
no,NPR FINANCE LTD.,NPRFIN,,Finance & Investments,More
no,NR AGARWAL INDUSTRIES LTD.,NRAGRINDQ,NRAIL,Paper,More
yes,NRB BEARINGS LTD.,NRBBEARING,NRBBEARING,Bearings,More
no,NRB INDUSTRIAL BEARINGS LTD.,NIBL,NIBL,Bearings,More
no,NTC INDUSTRIES LTD.,NTCIND,,Cigarettes,More
no,NTPC LTD.,NTPC,NTPC,Power Generation And Supply,More
yes,NUCLEUS SOFTWARE EXPORTS LTD.,NUCLEUS,NUCLEUS,Computers - Software - Medium / Small,More
yes,Nupur Recyclers Limited,NRL,NRL,Services,More
yes,NURECA LTD,NURECA,NURECA,Trading,More
no,NUTECH GLOBAL LTD.,NUTECGLOB,,Textiles - Processing,More
no,NUTRAPLUS INDIA LIMITED,NUTRA,,Pharmaceuticals - Indian - Bulk Drugs,More
no,NUTRICIRCLE LTD,NUTRICIRCLE,,Textiles - Products,More
no,Nuvama Wealth Management Ltd,NUVAMA,NUVAMA,Stockbroking & Allied,More
no,NUVOCO VISTAS CORPORATION LTD,NUVOCO,NUVOCO,Cement - North India,More
no,NUWAY ORGANIC NATURALS INDIA LTD.,NUWAY,,Trading,More
no,NYSSA CORPORATION LIMITED,NYSSACORP,,Construction,More
no,OASIS SECURITIES LTD.,OASISEC,,Finance & Investments,More
yes,OBEROI REALTY LTD.,OBEROIRLTY,OBEROIRLTY,Construction,More
yes,OBJECTONE INFORMATION SYSTEMS LTD.,OONE,,Computers - Software - Medium / Small,More
yes,OCEANAA BIOTEK INDUSTRIES LTD,OBIL,,Miscellaneous,More
yes,OCEANIC FOODS LTD,OCEANIC,,Food - Processing - Indian,More
no,OCL IRON AND STEEL LTD.,OISL,,Steel - Medium / Small,More
no,OCTAL CREDIT CAPITAL LTD,OCTAL,,Finance & Investments,More
no,OCTAVIUS PLANTATIONS LTD,OCTAVIUSPL,,Tea,More
yes,OCTAWARE TECHNOLOGIES LTD,OCTAWARE,,Computers - Software - Medium / Small,More
yes,ODYSSEY CORPORATION LTD.,ODYCORP,,Finance & Investments,More
no,ODYSSEY TECHNOLOGIES LTD.,ODYSSEY,,Computers - Software - Medium / Small,More
no,OIL AND NATURAL GAS CORPORATION LTD,ONGC,ONGC,Oil Drilling / Allied Services,More
no,OIL COUNTRY TUBULAR LTD.,OILCOUNTUB,OILCOUNTUB,Steel - Medium / Small,More
no,OIL INDIA LTD.,OIL,OIL,Oil Drilling / Allied Services,More
no,OK PLAY INDIA LTD.,OKPLA,,Plastics Products,More
yes,OLECTRA GREENTECH LTD,OLECTRA,OLECTRA,Telecommunications - Equipment,More
no,OLYMPIA INDUSTRIES LTD.,OLYMPTX,,Trading,More
no,OLYMPIC CARDS LTD.,OLPCL,,Printing & Stationery,More
no,OLYMPIC OIL INDUSTRIES LTD.,OLYOI,,Trading,More
no,OM INFRA LTD,OMINFRAL,OMINFRAL,Engineering,More
no,OMANSH ENTERPRISES LTD,OMANSH,,Trading,More
no,OMAX AUTOS LTD.,OMAXAUTO,OMAXAUTO,Auto Ancillaries,More
no,OMAXE LTD.,OMAXE,OMAXE,Construction,More
no,Omfurn India Ltd,,OMFURN,Furniture Home Furnishing,More
no,OMKAR SPECIALITY CHEMICALS LTD.,OMKARCHEM,OMKARCHEM,,More
no,OMNITEX INDUSTRIES (INDIA) LTD.,OMNITEX,,Textiles - Processing,More
yes,On Door Concepts Ltd,,ONDOOR,Diversified Retail,More
no,One 97 Communications Ltd - PAYTM,PAYTM,PAYTM,Internet & Catalogue Retail,More
yes,ONE GLOBAL SERVICE PROVIDER LTD,ONEGLOBAL,,Textiles - Processing,More
no,ONE POINT ONE,,ONEPOINT,Computers - Software - Medium / Small,More
yes,OneClick Logistics India Ltd,,OLIL,Logistics Solution Provider,More
no,ONELIFE CAPITAL ADVISORS LTD.,ONELIFECAP,ONELIFECAP,Finance & Investments,More
no,ONMOBILE GLOBAL LTD.,ONMOBILE,ONMOBILE,Telecommunications - Service Provider,More
no,ONTIC FINSERVE LTD,ONTIC,,Finance & Investments,More
yes,ONWARD TECHNOLOGIES LTD.,ONWARDTEC,ONWARDTEC,Computers - Software - Medium / Small,More
yes,OPTIEMUS INFRACOM LTD,OPTIEMUS,OPTIEMUS,Trading,More
no,OPTIMUS FINANCE LTD,OPTIFIN,,Finance & Investments,More
no,OPTO CIRCUITS (INDIA) LTD.,OPTOCIRCUI,,Healthcare,More
no,ORACLE CREDIT LTD,ORACLECR,,Finance & Investments,More
yes,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,OFSS,OFSS,Computers - Software - Medium / Small,More
yes,ORBIT EXPORTS LTD.,ORBTEXP,ORBTEXP,Textiles - Processing,More
no,ORCHASP LTD,ORCHASP,,Computers - Software - Medium / Small,More
no,ORCHID PHARMA LTD,ORCHIDPHAR,ORCHPHARMA,Pharmaceuticals - Indian - Bulk Drugs,More
no,ORGANIC COATINGS LTD.,ORGCOAT,,Chemicals,More
no,Organic Recycling Systems Ltd,ORGANICREC,,Waste Management,More
yes,Oriana Power Ltd,,ORIANA,Other Electrical Equipment,More
yes,ORICON ENTERPRISES LTD.,ORICON,ORICONENT,Packaging,More
no,ORICONT,ORICONT,,Plastics Products,More
yes,ORIENT BELL LIMITED,ORIENTBELL,ORIENTBELL,Ceramics - Tiles / Sanitaryware,More
no,ORIENT BEVERAGES LTD.,ORIBEVER,,Miscellaneous,More
no,ORIENT CEMENT LTD,ORIENTCEM,ORIENTCEM,Cement - South India,More
yes,Orient Ceratech,ORIENTCER,ORIENTCER,Abrasives And Grinding Wheels,More
yes,ORIENT ELECTRIC LTD,ORIENTELEC,ORIENTELEC,Domestic Appliances,More
no,ORIENT GREEN POWER COMPANY LTD.,GREENPOWER,GREENPOWER,Power Generation And Supply,More
