Halal,NAME,BSE-ID,NSECode,Industry,More
no,ORIENT PAPER & INDUSTRIES LTD.,ORIENTPPR,ORIENTPPR,Paper,More
no,ORIENT PRESS LTD.,ORIENTLTD,ORIENTLTD,Packaging,More
no,ORIENT TRADELINK LTD.,ORIENTTR,,Entertainment / Electronic Media Software,More
yes,ORIENTAL AROMATICS LTD,OAL,OAL,Chemicals,More
yes,ORIENTAL CARBON & CHEMICALS LTD.,ORIENTCQ,OCCL,Chemicals,More
no,ORIENTAL HOTELS LTD.,ORIENTHOT,ORIENTHOT,Hotels,More
no,ORIENTAL RAIL INFRASTRUCTURE LTD,ORIRAIL,,Miscellaneous,More
no,ORIENTAL TRIMEX LTD.,ORIENTALTL,ORIENTALTL,Miscellaneous,More
yes,ORISSA BENGAL CARRIER LTD,OBCL,OBCL,Miscellaneous,More
yes,ORISSA MINERALS DEVELOPMENT COMPANY LTD.,ORISSAMINE,ORISSAMINE,Mining / Minerals / Metals,More
yes,OROSIL SMITHS INDIA LTD.,OROSMITHS,,Other Apparels & Accessories,More
no,ORTEL COMMUNICATIONS LTD,ORTEL,ORTEL,Entertainment / Electronic Media Software,More
yes,ORTIN LABORATORIES LTD,ORTINLAABS,ORTINLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
yes,Oscar Global Ltd,OSCARGLO,,FMCG leather Apparels & Acces.,More
yes,OSIA HYPER RETA.,,OSIAHYPER,Trading,More
yes,OSIAJEE TEXFAB LTD,OSIAJEE,,Textiles - Products,More
no,OSWAL AGRO MILLS LTD.,OSWALAGRO,OSWALAGRO,Construction,More
no,OSWAL GREENTECH LTD,OSWALGREEN,OSWALGREEN,Finance & Investments,More
no,OSWAL LEASING LTD.,OSWALEA,,Finance & Investments,More
yes,OTCO INTERNATIONAL LTD.,OTCO,,Miscellaneous,More
yes,OVOBEL FOODS LTD.,OVOBELE,,Food - Processing - Indian,More
yes,OWAIS METAL AND MINERAL PROCESSING LIMITED,,OWAIS,Ferro & Silica Manganese,More
yes,OZONE WORLD LTD,OZONEWORLD,,Trading,More
no,P.E. Analytics,,PROPEQUITY,Miscellaneous,More
no,P.M.TELELINNKS LTD.,PMTELELIN,,Steel - Medium / Small,More
no,PACHELI INDUSTRIAL FINANCE LTD,PIFL,,Finance & Investments,More
no,PACIFIC INDUSTRIES LTD.,PACIFICI,,Miscellaneous,More
no,PACT INDUSTRIES LTD,PACT,,Steel - Medium / Small,More
no,PADMALAYA TELEFILMS LTD.,PADMALAYAT,,Entertainment / Electronic Media Software,More
yes,Padmanabh Industries Limited,PADMAIND,,Commodity Chemicals,More
no,PAE LTD.,PAEL,,Auto Ancillaries,More
yes,PAGE INDUSTRIES LTD.,PAGEIND,PAGEIND,Textiles - Products,More
no,PAISALO DIGITAL LTD,PAISALO,PAISALO,Finance & Investments,More
yes,PAKKA LIMITED,PAKKA,PAKKA,Paper & Paper Products,More
no,PALASH SECURITIES LTD,PALASHSEC,PALASHSECU,Finance & Investments,More
yes,PALM JEWELS LTD,PALMJEWELS,,Trading,More
no,PALRED TECHNOLOGIES LIMITED,PALRED,PALREDTEC,Computers - Software - Medium / Small,More
no,PAN ELECTRONICS INDIA LTD.,PANELEC,,Electronics - Components,More
no,PAN INDIA CORPORATION LTD.,PANINDIAC,,Finance & Investments,More
yes,PANACEA BIOTEC LTD.,PANACEABIO,PANACEABIO,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
no,PANACHE DIGILIFE,,PANACHE,Computers - Hardware,More
no,PANACHE INNOVATIONS LTD,PANACHE,,Trading,More
no,PANAFIC INDUSTRIALS LTD,PANAFIC,,Finance & Investments,More
yes,PANAMA PETROCHEM LTD.,PANAMAPET,PANAMAPET,Petrochemicals,More
no,PANASONIC CARBON INDIA CO.LTD.,PANCARBON,,Electrodes - Graphites,More
yes,PANASONIC ENERGY INDIA COMPANY LTD.,PANAENERG,,Dry Cells,More
yes,PANCHMAHAL STEEL LTD.,PANCHMAHQ,,Steel - Medium / Small,More
yes,PANCHSHEEL ORGANICS LTD.,PANCHSHEEL,,Pharmaceuticals - Indian - Bulk Drugs,More
yes,PANJON LTD.,PANJON,,Packaged Foods,More
no,PANKAJ POLYMERS LTD,PANKAJPO,,Containers & Packaging,More
no,PANORAMA STUDIOS INTERNATIONAL LTD,PANORAMA,,Entertainment / Electronic Media Software,More
no,Pansari Developers Limited,PANSARI,PANSARI,Capital Goods,More
yes,PANTH INFINITY LTD,PANTH,,Trading,More
no,PAOS INDUSTRIES LTD,PAOS,,Solvent Extraction,More
yes,PAR DRUGS & CHE.,,PAR,Pharmaceuticals - Indian - Bulk Drugs,More
no,Paradeep Phosphates Ltd,PARADEEP,PARADEEP,Fertilizers,More
no,PARAG MILK FOODS LTD,PARAGMILK,PARAGMILK,Food - Processing - Indian,More
no,PARAGON FINANCE LTD.,PARAGONF,,Finance & Investments,More
yes,Paragon Fine and Speciality Chemical Ltd,,PARAGON,,More
no,PARAMONE CONCEPTS LTD,PARAMONE,,Computers - Software - Medium / Small,More
yes,PARAMOUNT COMMUNICATIONS LTD.,PARACABLES,PARACABLES,Cables - Power,More
no,PARAMOUNT COSMETICS (INDIA) LTD.,PARMCOS-B,,Personal Care - Indian,More
yes,Paras Defence and Space Technologies Limited,PARAS,PARAS,DEFENCE,More
no,Paras Petrofils,PARASPETRO,PARASPETRO,Textiles - Manmade,More
no,Parenteral Drugs (India) Limited,PDPL,,Healthcare,More
no,PARENTERAL DRUGS (INDIA) LTD.,PARENTLD,,Pharmaceuticals - Indian - Formulations,More
no,Parin Furniture Limited,PARIN,PARIN,Consumer / Cyclical,More
yes,PARLE INDUSTRIES LTD,PARLEIND,,Construction,More
no,PARMAX PHARMA LTD,PARMAX,,Pharmaceuticals - Indian - Bulk Drugs,More
no,PARNAX LAB LTD.,PARNAXLAB,,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
no,PARSHARTI INVESTMENT LTD.,PARSHINV,,Finance & Investments,More
yes,Parshva Enterprises Ltd,PARSHVA,,Comm.Trading & Distribution,More
no,PARSHWANATH CORPORATION LTD.,PARSHWANA,,Construction,More
no,PARSVNATH DEVELOPERS LTD.,PARSVNATH,PARSVNATH,Construction,More
no,Parth Industries Limited,PARTIND,,Auto Parts & Equipment,More
yes,PARTY CRUISERS,,PARTYCRUS,Miscellaneous,More
yes,PARVATI SWEETNERS AND POWER LTD,PARVATI,,Sugar,More
no,PASARI SPINNING MILLS LTD.,PASARI,,Textiles - Cotton/Blended,More
no,PASHUPATI COTSP.,,PASHUPATI,Textiles - Cotton/Blended,More
yes,PASUPATI ACRYLON LTD.,PASUPTAC,PASUPTAC,Textiles - Manmade,More
no,PASUPATI SPG.& WVG.MILLS LTD.,PASUSPG,,Textiles - Spinning - Synthetic / Blended,More
yes,Patanjali Foods Ltd,PATANJALI,PATANJALI,Edible Oil,More
yes,PATDIAM JEWELLERY LTD,PJL,,Diamond Cutting / Jewellery,More
no,PATEL ENGINEERING LTD.,PATELENG,PATELENG,Construction,More
yes,PATEL INTEGRATED LOGISTICS LTD.,PATINTLOG,PATINTLOG,Miscellaneous,More
no,PATELS AIRTEMP (INDIA) LTD.,PATELSAI,,Engineering,More
no,PATIDAR BUILDCON LIMITED,PATIDAR,,Construction,More
yes,Patron Exim Ltd,PATRON,,Trading - Chemicals,More
no,PATSPIN INDIA LTD.,PATSPINLTD,,Textiles - Cotton/Blended,More
yes,Pattech Fitwell Tube Components Ltd,,PATTECH,Castings & Forgings,More
no,PAUL MERCHANTS LTD,PML,,Finance & Investments,More
yes,PAUSHAK LTD.,PAUSHAKLTD,,Pesticides / Agrochemicals - Indian,More
no,PAVNA INDUSTRIES,,PAVNAIND,Miscellaneous,More
yes,PAZEL INTERNATIONAL LTD,PAZEL,,Trading,More
no,PB Fintech Ltd,POLICYBZR,POLICYBZR,Internet & Catalogue Retail,More
no,PBA INFRASTRUCTURE LTD.,PBAINFRA,,Construction,More
yes,PBM POLYTEX LTD.,PBMPOLY,,Textiles - Cotton/Blended,More
no,PC JEWELLER LTD.,PCJEWELLER,PCJEWELLER,Diamond Cutting / Jewellery,More
no,PCS TECHNOLOGY LTD.,PCS,,Computers - Software - Medium / Small,More
yes,PDS Limited,PDSL,PDSL,Consumer / Cyclical,More
no,PDS MULTINATIONAL FASHIONS LTD,PDSMFL,,Textiles - Products,More
no,PEARL GLOBAL INDUSTRIES LIMITED,PGIL,PGIL,Textiles - Products,More
yes,PEARL POLYMERS LTD.,PEARLPOLY,PEARLPOLY,Plastics Products,More
no,PECOS HOTELS AND PUBS LTD,PECOS,,Hotels,More
yes,PEE CEE COSMA SOPE LTD.,PCCOSMA,,Detergents / Intermediates,More
no,PEETI SECURITIES LTD.,PEETISEC,,Textiles - Processing,More
no,PENINSULA LAND LTD.,PENINLAND,PENINLAND,Construction,More
no,PENNAR INDUSTRIES LTD.,PENIND,PENIND,Steel - Medium / Small,More
no,PENTA GOLD LIMITED,,PENTAGOLD,Diamond Cutting / Jewellery,More
yes,Pentagon Rubber Ltd,,PENTAGON,Rubber,More
yes,PENTOKEY ORGANY (INDIA) LTD.,PNTKYOR,,Chemicals,More
no,PERFECT INFRAENG,,PERFECT,Engineering,More
no,PERFECT-OCTAVE MEDIA PROJECTS LTD,OCTAVE,,Textiles - Products,More
yes,PERFECTPAC LTD.,PERFEPA,,Packaging,More
no,PERIA KARA. TEA,,PKTEA,Tea,More
yes,PERMANENT MAGNETS LTD.,PERMAGN,,Electronics - Components,More
yes,PERSISTENT SYSTEMS LTD.,PERSISTENT,PERSISTENT,Computers - Software - Medium / Small,More
yes,PETRONET LNG LTD.,PETRONET,PETRONET,Miscellaneous,More
yes,PFIZER LTD.,PFIZER,PFIZER,Pharmaceuticals - Multinational,More
yes,PG ELECTROPLAST LTD.,PGEL,PGEL,Electronics - Components,More
yes,PG FOILS LTD.,PGFOILQ,,Aluminium and Aluminium Products,More
no,PG INDUSTRY LTD.,PGINDST,,Miscellaneous,More
no,PH CAPITAL LTD.,PHCAP,,Finance & Investments,More
yes,PHAARMASIA LTD.,PHRMASI,,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
no,Phantom Digital Effects Ltd,,PHANTOMFX,Motion Pictures,More
yes,PHARMAIDS PHARMACEUTICALS LTD.,PHARMAID,,Pharmaceuticals - Indian - Formulations,More
yes,PHILLIPS CARBON BLACK LTD.,PHILIPCARB,PCBL,Chemicals,More
no,PHOENIX INTERNATIONAL LTD.,PHOENXINTL,,Leather / Leather Products,More
yes,PHOENIX TOWNSHIP LTD,PHOENIXTN,,Hotels,More
no,PHOTON CAPITAL ADVISORS LTD.,PHOTON,,Finance & Investments,More
no,PHOTOQUIP INDIA LTD.,PHOTOQUP,,Photographic And Allied Products,More
no,PHYTO CHEM (INDIA) LTD.,PHYTO,,Pesticides / Agrochemicals - Indian,More
yes,PI INDUSTRIES LTD,PIIND,PIIND,Pesticides / Agrochemicals - Indian,More
no,PICCADILY AGRO INDUSTRIES LTD.,PICCADIL,,Breweries & Distilleries,More
no,PICCADILY SUGAR & ALLIED INDUSTRIES LTD.,PICCASUG,,Breweries & Distilleries,More
no,PICTUREHOUSE MEDIA LTD.,PICTUREHS,,Entertainment / Electronic Media Software,More
yes,PIDILITE INDUSTRIES LTD.,PIDILITIND,PIDILITIND,Chemicals,More
no,PIL ITALICA LIFESTYLE LTD,PILITA,PILITA,Plastics Products,More
no,PILANI INVESTMENT AND INDUSTRIES CORPORATION LTD,PILANIINVS,PILANIINVS,Finance & Investments,More
no,Pincon Lifestyle Ltd,PINCONLIFE,,Textiles,More
no,PIONEER DISTILLERIES LTD.,PIONDIST,,Breweries & Distilleries,More
no,PIONEER EMBROIDERIES LTD.,PIONEEREMB,PIONEEREMB,Textiles - Products,More
no,PIONEER INVESTCORP LTD.,PIONRINV,,Finance & Investments,More
no,PIRAMAL ENTERPRISES LTD.,PEL,PEL,Pharmaceuticals - Indian - Bulk Drugs & Formln,More
no,Piramal Pharma Ltd,PPLPHARMA,PPLPHARMA,Pharmaceuticals,More
no,PITTI ENGINEERING LTD,PITTIENG,PITTIENG,Engineering,More
yes,PIX TRANSMISSIONS LTD.,PIXTRANS,PIXTRANS,Miscellaneous,More
no,Plada Infotech Services Ltd,,PLADAINFO,(BPO)/ (KPO),More
yes,PLASTIBLENDS INDIA LTD.,PLASTIBLEN,PLASTIBLEN,Chemicals,More
yes,Platinum Industries Ltd,PLATIND,PLATIND,Specialty Chemicals,More
yes,PlatinumOne Business Services Ltd,POBS,,IT Software & Services - BPO,More
yes,Plaza Wires Ltd,PLAZACABLE,PLAZACABLE,Cables-Electricals,More
no,PMC FINCORP LIMITED,PMCFIN,,Finance & Investments,More
no,PNB GILTS LTD.,PNBGILTS,PNBGILTS,Finance & Investments,More
no,PNB HOUSING FINANCE LTD,PNBHOUSING,PNBHOUSING,Finance - Housing,More
no,PNC INFRATECH LTD,PNCINFRA,PNCINFRA,Construction,More
yes,PNGS Gargi Fashion Jewellery Ltd,GARGI,,"Gems, Jewellery And Watches",More
no,POCL ENTERPRISES LTD,POEL,,Chemicals,More
no,PODDAR HOUSING AND DEVELOPMENT LTD,PODDAR,PODDARHOUS,Construction,More
yes,PODDAR PIGMENTS LTD.,PODARPIGQ,PODDARMENT,Chemicals,More
yes,POKARNA LTD.,POKARNA,POKARNA,Miscellaneous,More
no,POLO HOTELS LTD.,POLOHOT,,Hotels,More
yes,POLO QUEEN INDUSTRIAL AND FINTECH LTD,PQIF,,Trading,More
yes,POLSON LTD.,POLSON,,Dyes And Pigments,More
yes,POLY MEDICURE LTD.,POLYMED,POLYMED,Healthcare,More
yes,POLYCAB INDIA LTD,POLYCAB,POLYCAB,Cables - Power,More
yes,POLYCHEM LTD.,POLYCHEM,,Petrochemicals,More
no,POLYCON INTERNATIONAL LTD.,POLYCON,,Plastics Products,More
yes,POLYLINK POLYMERS (INDIA) LTD.,POLYLINK,,Plastics Products,More
no,POLYMAC THERMOFORMERS LTD,POLYMAC,,Plastics Products,More
yes,POLYMECHPLAST MACHINES LTD.,POLYCHMP,,Engineering,More
yes,POLYPLEX CORPORATION LTD.,POLYPLEX,POLYPLEX,Packaging,More
no,Polysil Irrigation System Ltd,,POLYSIL,,More
no,POLYSPIN EXPORTS LTD,POLYSPIN,,Packaging,More
no,POLYTEX INDIA LTD.,POLYTEX,,Finance & Investments,More
no,PONDY OXIDES & CHEMICALS LTD.,POCL,POCL,Chemicals,More
yes,PONNI SUGARS (ERODE) LTD.,PONNIERODE,PONNIERODE,Sugar,More
no,POOJA ENTERTAINMENT AND FILMS LTD.,POOJAENT,,Entertainment / Electronic Media Software,More
no,POOJAWESTERN METALIKS LTD,POOJA,,Castings & Forgings,More
yes,POONA DAL & OIL INDUSTRIES LTD.,POONADAL,,Solvent Extraction,More
no,POONAWALLA FINCORP LTD,POONAWALLA,POONAWALLA,Finance & Investments,More
no,Popular Vehicles & Services Ltd,PVSL,PVSL,Auto Dealer,More
yes,PORWAL AUTO COMPONENTS LTD.,PORWAL,,Castings & Forgings,More
no,POWER & INSTRUM.,,PIGL,Engineering - Turnkey Services,More
no,POWER FINANCE CORPORATION LTD.,PFC,PFC,Finance - Term-Lending Institutions,More
no,POWER GRID CORPORATION OF INDIA LTD.,POWERGRID,POWERGRID,Power Generation And Supply,More
yes,POWER MECH PROJECTS LTD,POWERMECH,POWERMECH,Engineering - Turnkey Services,More
no,POWERGRID INFRA.,,PGINVIT,Power Generation And Supply,More
no,PPAP AUTOMOTIVE LIMITED,PPAP,PPAP,Auto Ancillaries,More
yes,PRABHAT TECHNOLOGIES (INDIA) LTD,PTIL,,Telecommunications - Equipment,More
yes,Prabhhans Industries Ltd,PRABHHANS,,Other Textile Products,More
yes,PRADEEP METALS LTD.,PRADPME,,Castings & Forgings,More
no,PRADHIN LTD,PRADHIN,,Trading,More
no,PRADIP OVERSEAS LTD,PRADIP,,Textiles - Processing,More
no,PRAG BOSIMI SYNTHETICS LTD.,PRAGBOS,,Textiles - Manmade,More
no,PRAJ INDUSTRIES LTD.,PRAJIND,PRAJIND,Engineering,More
no,PRAJAY ENGINEERS SYNDICATE LTD.,PRAENG,PRAENG,Construction,More
yes,PRAKASH INDUSTRIES LTD.,PRAKASH,PRAKASH,Steel - Medium / Small,More
yes,PRAKASH PIPES LTD,PPL,PPL,Plastics Products,More
yes,PRAKASH STEELAGE LTD.,PRAKASHSTL,PRAKASHSTL,Steel - Medium / Small,More
no,PRAKASH WOOLLEN & SYNTHETIC MILLS LTD,PWASML,,Textiles - Products,More
no,Pramara Promotions Ltd,,PRAMARA,Advertising & Media Agencies,More
no,PRASHANT INDIA LTD.,PRSNTIN,,Textiles - Processing,More
yes,PRATAAP SNACKS LTD,DIAMONDYD,DIAMONDYD,Food - Processing - Indian,More
yes,Pratham EPC Projects Ltd,,PRATHAM,Civil Construction,More
no,PRATIK PANELS LTD.,PRATIK,,Miscellaneous,More
yes,PRATIKSHA CHEMICALS LTD.,PRATIKSH,,Dyes And Pigments,More
yes,PRAVEG COMMUNICATIONS (INDIA) LTD,PRAVEG,,Miscellaneous,More
no,PRAXIS HOME RETAIL LTD,PRAXIS,PRAXIS,Trading,More
yes,PRECISION CAMSHAFTS LTD,PRECAM,PRECAM,Auto Ancillaries,More
no,PRECISION CONTAINEURS LTD.,PRECISION,,Trading,More
yes,PRECISION ELECTRONICS LTD.,PRECISIO,,Telecommunications - Equipment,More
yes,PRECISION METALIKS LIMITED,,PRECISION,Auto Components & Equipments,More
yes,PRECISION WIRES INDIA LTD.,PRECWIRE,PRECWIRE,Mining / Minerals / Metals,More
no,Precot Limited,PRECOT,PRECOT,Consumer / Cyclical,More
no,PRECOT MILLS LTD.,PRECM,,Textiles - Cotton/Blended,More
no,PREM SOMANI FINANCIAL SERVICES LTD.,PRESOFI,,Finance & Investments,More
yes,PREMCO GLOBAL LTD.,PREMCO,,Textiles - Processing,More
no,PREMIER CAPITAL SERVICES LTD.,PREMCAP,,Finance & Investments,More
yes,PREMIER EXPLOSIVES LTD.,PREMEXPLQ,PREMEXPLN,Chemicals,More
no,PREMIER LTD.,PREMIER,PREMIER,Engineering,More
no,PREMIER PIPES LTD.,PREMPIPES,,Steel - Medium / Small,More
yes,PREMIER POLYFILM LTD.,PREMIERPOL,PREMIERPOL,Plastics Products,More
no,PREMIER SYNTHETICS LTD.,PREMSYN,,Textiles - Processing,More
no,PRERNA INFRABUILD LTD.,PRERINFRA,,Realty,More
yes,PRESSMAN ADVERTISING LIMITED,PRESSMN,,Miscellaneous,More
yes,Presstonic Engineering Ltd,,PRESSTONIC,Industrial Products,More
yes,PRESSURE SENSITIVE SYSTEMS INDIA LTD,PRESSURS,,Other Textile Products,More
no,PRESTIGE ESTATES PROJECTS LTD.,PRESTIGE,PRESTIGE,Construction,More
yes,Prevest Denpro Ltd,PREVEST,,Medical Equipment & Supplies,More
yes,PRICOL LTD,PRICOLLTD,PRICOLLTD,Auto Ancillaries,More
no,PRIMA AGRO LTD.,PRIMAGR,,Miscellaneous,More
yes,PRIMA INDUSTRIES LTD.,PRIMAIN,,Solvent Extraction,More
yes,PRIMA PLASTICS LTD.,PRIMAPLA,,Plastics Products,More
no,PRIME FOCUS LTD.,PFOCUS,PFOCUS,Entertainment / Electronic Media Software,More
yes,PRIME FRESH LTD,PRIMEFRESH,,Trading,More
no,PRIME INDUSTRIES LTD.,PRIMIND,,Finance & Investments,More
yes,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.,PRIMEPRO,,Construction,More
no,PRIME SECURITIES LTD.,PRIMESECU,PRIMESECU,Finance & Investments,More
no,PRIME URBAN DEVELOPMENT INDIA LTD.,PRIMEURB,,Textiles - Cotton/Blended,More
yes,PRINCE PIPES AND FITTINGS LTD,PRINCEPIPE,PRINCEPIPE,Plastics Products,More
no,PRISM FINANCE LTD.,PRISMFN,,Finance & Investments,More
yes,PRISM JOHNSON LTD,PRSMJOHNSN,PRSMJOHNSN,Cement - North India,More
yes,PRISM MEDICO AND PHARMACY LTD.,PRISMMEDI,,Trading,More
no,PRISMX GLOBAL VENTURES LTD,PRISMX,,Trading,More
yes,PRITHVI EXCHANGE (INDIA) LTD,PRITHVIEXCH,,Miscellaneous,More
yes,PRITI INTERNATI.,,PRITI,Textiles - Products,More
no,PRITIKA AUTO INDUSTRIES LTD,PRITIKAUTO,PRITIKAUTO,Auto Ancillaries,More
no,Pritika Engineering Components Ltd,,PRITIKA,Auto Components & Equipments,More
no,PRITISH NANDY COMMUNICATIONS LTD.,PNC,PNC,Entertainment / Electronic Media Software,More
yes,PRIVI SPECIALITY CHEMICALS LTD,PRIVISCL,PRIVISCL,Chemicals,More
no,PRIYA LTD.,PRIYALT,,Trading,More
no,PRO FIN CAPITAL SERVICES LTD.,PROFINC,,Finance & Investments,More
no,PROCAL ELECTRONICS INDIA LTD.,PROCAL,,Electronics - Components,More
yes,PROCTER & GAMBLE HEALTH LTD,PGHL,PGHL,Pharmaceuticals - Multinational,More
yes,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,PGHH,PGHH,Personal Care - Multinational,More
no,PROGREX VENTURES LTD,PROGREXV,,Solvent Extraction,More
yes,PROLIFE INDUST.,,PROLIFE,Chemicals,More
no,PROMACT IMPEX LTD,PROMACT,,Trading,More
yes,PROSEED INDIA LTD,PROSEED,,Trading,More
yes,Prospect Commodities Ltd,PCL,,Other Agricultural Products,More
yes,Protean eGov Technologies Ltd,PROTEAN,,IT Enabled Services,More
yes,Proventus Agrocom Ltd,,PROV,Other Food Products,More
no,PROVESTMENT SERVICES LTD,PROVESTSER,,Travel Agencies,More
no,Prozone Realty,PROZONER,PROZONER,Miscellaneous,More
no,Prudent Corporate Advisory Services Ltd,PRUDENT,PRUDENT,ADVISORY SERVICES LIMITED,More
yes,PSP PROJECTS LTD,PSPPROJECT,PSPPROJECT,Construction,More
no,PTC INDIA FINANCIAL SERVICES LTD.,PFS,PFS,Finance & Investments,More
no,PTC INDIA LTD.,PTC,PTC,Trading,More
yes,PTC INDUSTRIES LTD,PTCIL,PTCIL,Castings & Forgings,More
yes,PTL ENTERPRISES LTD.,PTL,PTL,Miscellaneous,More
yes,PUDUMJEE PAPER PRODUCTS LTD,PDMJEPAPER,PDMJEPAPER,Paper,More
no,PULSAR INTERNATIONAL LTD.,PULSRIN,,Finance & Investments,More
yes,PULZ ELECTRONICS,,PULZ,Electronics - Components,More
no,Pune e-Stock Broking Ltd,PESB,,Stockbroking & Allied,More
no,PUNJ LLOYD LTD.,PUNJLLOYD,,Construction,More
no,PUNJAB & SIND BANK,PSB,PSB,Banks - Public Sector,More
yes,PUNJAB ALKALIES & CHEMICALS LTD.,PACL,,Chlor Alkali / Soda Ash,More
yes,PUNJAB CHEMICALS AND CROP PROTECTION LTD.,PUNJABCHEM,PUNJABCHEM,Chemicals,More
no,PUNJAB COMMUNICATIONS LTD.,PUNJCOMMU,,Telecommunications - Equipment,More
no,PUNJAB NATIONAL BANK,PNB,PNB,Banks - Public Sector,More
no,PURAVANKARA LTD,PURVA,PURVA,Construction,More
no,PURPLE ENTERTAINMENT LTD,PURPLE,,Entertainment / Electronic Media Software,More
no,PURSHOTTAM INVESTOFIN LTD,PURSHOTTAM,,Finance & Investments,More
yes,Purv Flexipack Ltd,,PURVFLEXI,Plastic Products - Industrial,More
no,PVP VENTURES LTD.,PVP,PVP,Construction,More
no,PVR Inox Ltd,PVRINOX,PVRINOX,Entertainment / Electronic Media Software,More
no,PVV INFRA LTD,PVVINFRA,,Construction,More
yes,Pyramid Technoplast Ltd,PYRAMID,PYRAMID,Packaging,More
no,QGO FINANCE LTD,QGO,,Finance & Investments,More
yes,QMS MEDICAL ALLIED SERVICES LIMITED,,QMSMEDI,Medical Equipment & Supplies,More
no,QUADPRO ITES LIMITED,QUADPRO,QUADPRO,IT ENABLED SERVICES - SOFTWARE,More
no,QUADRANT TELEVENTURES LIMITED,QUADRANT,,Telecommunications - Service Provider,More
no,Quality Foils (India) Ltd,,QFIL,Iron & Steel Products,More
no,QUANTUM DIGITAL VISION (INDIA) LTD.,QUANTDIA,,Packaging,More
no,QUASAR INDIA LTD,QUASAR,,Trading,More
yes,QUESS CORP LTD,QUESS,QUESS,Diversified - Large,More
no,QUEST FINANCIAL SERVICES LTD,QFSL,,Finance & Investments,More
yes,Quest Softech (India) Ltd,QUEST,,Computers - Software & Consulting,More
yes,QUICK HEAL TECHNOLOGIES LTD,QUICKHEAL,QUICKHEAL,Computers - Software - Medium / Small,More
yes,Quicktouch Technologies Ltd,,QUICKTOUCH,Computers - Software & Consulting,More
yes,QUINT DIGITAL MEDIA LTD,QUINT,,Trading,More
no,QUINTEGRA SOLUTIONS LTD.,,QUINTEGRA,Computers - Software - Medium / Small,More
no,R J BIO-TECH LTD,RJBIOTECH,,Miscellaneous,More
no,R K SWAMY LIMITED,RKSWAMY,RKSWAMY,Advertising & Media Agencies,More
yes,R M DRIP & SPRIN,,RMDRIP,Plastics Products,More
yes,R R Kabel Ltd,RRKABEL,RRKABEL,Cables-Electricals,More
yes,R SYSTEMS INTERNATIONAL LIMITED,RSYSTEMINT,RSYSTEMS,Computers - Software - Medium / Small,More
no,R&B DENIMS LTD,RNBDENIMS,,Textiles - Cotton/Blended,More
no,R.J.SHAH & CO.LTD.,RJSHAH,,Engineering - Turnkey Services,More
no,R.R.SECURITIES LTD.,RRSECUR,,Finance & Investments,More
yes,R.T.EXPORTS LTD.,RTEXPO,,Food - Processing - Indian,More
no,RAAJ MEDISAFE INDIA LTD.,RAAJMEDI,,Healthcare,More
no,RAASI REFRACTORIES LTD.,RASSIREF,,Refractories / Intermediates,More
yes,RACE ECO CHAIN LTD,RACE,RACE,Trading,More
yes,Rachana Infra.,,RILINFRA,Construction,More
yes,RACL GEARTECH LTD,RACLGEAR,,Auto Ancillaries,More
no,RADAAN MEDIAWORKS (I) LTD.,RADAAN,RADAAN,Entertainment / Electronic Media Software,More
no,RADHA MADHAV CORPORATION LTD.,RMCL,,Trading,More
yes,RADHAGOBIND COMMERCIAL LTD,RCL,,Trading,More
yes,RADHE DEVELOPERS (INDIA) LTD,RADHEDE,,Realty,More
yes,RADHIKA JEWELTECH LTD,,RADHIKAJWE,Diamond Cutting / Jewellery,More
yes,Radiant Cash Management Services Ltd,RADIANTCMS,RADIANTCMS,Diversified Commercial Services,More
no,RADICO KHAITAN LTD.,RADICO,RADICO,Breweries & Distilleries,More
no,Radiowalla Network Ltd,,RADIOWALLA,Media & Entertainment,More
yes,RADIX INDUSTRIES (INDIA) LIMITED,RADIXIND,,Personal Care - Indian,More
yes,RAGHAV PRODUCTIVITY ENHANCERS LTD,RPEL,,Steel - Medium / Small,More
no,RAGHUNATH INTERNATIONAL LTD.,RAGHUNAT,,Construction,More
no,RAGHUNATH TOBACCO CO.LTD.,RAGHUTOB,,Construction,More
no,RAGHUVANSH AGROFARMS LTD,RAFL,,Food - Processing - Indian,More
yes,RAGHUVIR SYNTHETICS LTD.,RAGHUSYN,,Textiles - Processing,More
no,RAHUL MERCHANDISING LTD.,RAHME,,Trading,More
no,RAIL VIKAS NIGAM LTD,RVNL,RVNL,Construction,More
yes,RAILTEL CORPORATION OF INDIA LTD,RAILTEL,RAILTEL,Telecommunications - Service Provider,More
no,RAIN INDUSTRIES LTD,RAIN,RAIN,Trading,More
yes,RAINBOW CHILDRENS MEDICARE LIMITED,RAINBOW,RAINBOW,Healthcare Facilities.,More
no,RAINBOW DENIM LTD.,RAINBOWDQ,,Textiles - Products,More
no,RAINBOW FOUNDATIONS LTD.,RAINBOWF,,Construction,More
no,Raj Oil Mills Limited,ROML,ROML,Consumer/Non-Cyclical,More
yes,RAJ PACKAGING INDUSTRIES LTD.,RAJPACK,,Packaging,More
